Я;Я;Я;Я;c;Я;Я;Я;Я;Я;Я;Я
55;95;6;11;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;66;30;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;28;25;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
54;3;85;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
33;32;28;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
32;29;73;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;45;23;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;24;15;5;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;84;63;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;71;82;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
57;60;50;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;56;11;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
92;74;90;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
73;60;37;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;53;69;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;25;35;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;1;4;20;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;25;65;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;11;36;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
28;33;51;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;66;5;4;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
63;29;17;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;57;17;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;26;13;16;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
54;37;26;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
38;11;66;15;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;28;40;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;8;28;19;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
48;27;97;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
1;78;53;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;78;72;32;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
25;59;46;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
73;8;77;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;82;42;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;95;98;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
32;19;36;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
57;15;60;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;39;33;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;23;89;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
95;72;3;20;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;29;100;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;66;35;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
70;70;55;33;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
27;34;60;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;43;18;1;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;16;83;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;84;99;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
56;41;51;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;22;64;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;41;11;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
66;76;6;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;32;88;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;1
50;4;83;26;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;61;79;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
99;1;46;8;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;75;46;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;3;5;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
8;15;27;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;59;21;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
78;18;97;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;93;46;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;95;61;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;98;61;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;28;35;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;21;18;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;52;38;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;67;9;21;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;96;56;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
34;36;4;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
14;42;97;37;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;97;40;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
45;72;22;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
20;41;81;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;48;19;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;59;58;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;97;86;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
95;72;63;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;52;38;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;70;72;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;8;65;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
48;96;50;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;23;66;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;76;81;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;44;41;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
80;12;52;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
91;29;16;23;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;24;72;38;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
21;43;61;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
21;19;49;14;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;89;40;2;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
11;66;23;16;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;12;50;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;25;96;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;57;75;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
1;34;75;39;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
1;57;98;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;22;71;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
95;41;95;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;1
42;27;86;5;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;76;37;28;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;22;83;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;10;38;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
1;17;85;7;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
30;22;79;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
8;98;30;33;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
99;63;94;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
51;48;2;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
11;40;58;11;хярхмю;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;1
10;6;87;40;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;49;71;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
70;94;41;14;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;45;87;45;хярхмю;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
96;9;81;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;43;95;43;хярхмю;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
50;83;100;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
26;80;56;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
29;54;97;6;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;92;83;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
82;68;91;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;94;52;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;61;51;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
94;48;56;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;81;47;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;72;11;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
70;4;8;36;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;38;47;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;45;90;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;38;78;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
57;87;91;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
20;37;98;38;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;34;87;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
31;13;44;1;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;10;5;39;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;31;44;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;34;40;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;82;46;21;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;42;71;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;93;1;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;27;63;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;93;28;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;60;6;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;99;69;28;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;15;93;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;54;5;19;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;100;34;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
56;59;14;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;99;9;13;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
78;22;92;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;92;20;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
51;68;16;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
27;57;4;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
80;54;41;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;42;10;26;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
31;45;15;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
7;33;47;22;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
33;34;59;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;82;5;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
78;48;16;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;13;39;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
22;81;34;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;28;22;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;4;88;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;2;58;22;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
77;36;78;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
51;64;93;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;63;22;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
17;57;60;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;77;85;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;69;78;1;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;19;50;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;56;58;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
48;88;86;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;52;88;32;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;66;53;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;26;55;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
40;30;3;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;26;39;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;93;23;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;34;13;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
54;5;60;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;47;87;14;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;46;6;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;1;64;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
4;12;62;32;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;94;43;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;52;93;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;42;6;6;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;1
90;22;28;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;33;19;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
10;38;48;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;61;26;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
66;13;19;27;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;95;55;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;1;55;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;39;9;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;42;13;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;59;86;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
14;71;56;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
29;30;17;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
27;22;10;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
91;61;71;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
28;13;63;1;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;20;37;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;89;6;7;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
69;76;28;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
36;94;9;38;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;96;30;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;82;34;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;7;17;33;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;44;45;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;5;2;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
92;95;57;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
48;45;9;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;63;39;2;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
31;28;79;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;97;92;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
80;82;54;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
90;5;71;28;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;82;42;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
66;66;50;47;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
81;12;44;11;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;55;73;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;44;52;10;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;60;96;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;58;50;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
10;38;34;38;хярхмю;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
27;59;8;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
36;16;2;13;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
38;20;7;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
90;63;84;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;42;52;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;62;44;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;56;35;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;70;5;11;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
80;47;82;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;89;28;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;82;65;8;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;32;12;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;14;49;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
15;12;37;14;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;2;69;7;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;10;55;35;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;47;84;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;70;47;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;13;50;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;83;31;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;76;18;15;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;9;83;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
41;46;85;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;91;90;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;4;1;23;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;45;31;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;57;60;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
15;22;42;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;47;61;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;57;32;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;64;95;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;25;74;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;46;86;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
17;91;86;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
14;51;35;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
48;9;24;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
43;87;28;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;86;89;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;84;86;16;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
46;36;33;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;77;22;9;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;16;73;18;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
