g;g;g;g;g;g;g;g;g
16;30;8;27;30;16;8;-3257,987569;0,012430963
13;16;24;26,5;24;16;13;1824,256966;0,256965606
18;14;20;26;20;18;14;2937,03524;0,035239829
6;27;17;25;27;17;6;-1520;0
8;10;19;18,5;19;10;8;-191,9393825;0,060617479
24;18;17;29,5;24;18;17;4294,192913;0,192912928
19;21;21;30,5;21;21;19;5731,852033;0,852032857
7;18;3;14;18;7;3;-1152,430475;0,569524874
1;6;22;14,5;22;6;1;-3277,162365;0,837635383
17;19;11;23,5;19;17;11;1772,432948;0,432947868
8;8;26;21;26;8;8;-3872,276462;0,723537762
17;18;13;24;18;17;13;2263,328522;0,328522332
26;14;24;32;26;24;14;4887,522072;0,522071561
5;2;17;12;17;5;2;-1212,435565;0,564434702
1;15;9;12,5;15;9;1;-355,7630993;0,236900716
2;17;9;14;17;9;2;-673,4983296;0,501670381
16;29;24;34,5;29;24;16;6275,282253;0,282252741
29;16;30;37,5;30;29;16;8393,329697;0,329696755
30;11;22;31,5;30;22;11;1639,547496;0,547496167
30;27;18;37,5;30;27;18;9403,744216;0,744215654
30;3;18;25,5;30;18;3;-3834,655781;0,344218716
22;29;30;40,5;30;29;22;14216,29345;0,293447408
7;28;29;32;29;28;7;1697,056275;0,056274848
15;24;18;28,5;24;18;15;3405,320645;0,320645007
23;12;6;20,5;23;12;6;-1395,095273;0,904727156
10;26;6;21;26;10;6;-3780,624948;0,375051661
16;13;17;23;17;16;13;2014,24924;0,249239791
16;22;17;27,5;22;17;16;3482,700881;0,700881455
6;12;30;24;30;12;6;-6349,077413;0,922586706
2;12;5;9,5;12;5;2;-260,0612158;0,93878425
19;3;22;22;22;19;3;0;0
12;19;22;26,5;22;19;12;2519,212;0,212000123
25;7;27;29,5;27;25;7;1374,820656;0,820655918
5;24;15;22;24;15;5;-1116,318951;0,681049162
4;22;25;25,5;25;22;4;189,9969367;0,996936653
27;14;7;24;27;14;7;-2498,479538;0,520462361
25;13;3;20,5;25;13;3;-2674,168424;0,831576394
1;24;30;27,5;30;24;1;-1215,962758;0,037241653
26;21;23;35;26;23;21;8945,112632;0,112632047
9;7;16;16;16;9;7;0;0
11;8;21;20;21;11;8;-482,9906831;0,00931686
2;10;20;16;20;10;2;-1344;0
25;24;19;34;25;24;19;7871,785058;0,785058041
12;13;23;24;23;13;12;646,6652921;0,665292095
14;1;3;9;14;3;1;-720;0
24;3;5;16;24;5;3;-4576;0
29;1;10;20;29;10;1;-7647,352483;0,647516951
14;27;27;34;27;27;14;5714,332857;0,332856948
28;24;6;29;28;24;6;619,2939528;0,29395282
1;19;2;11;19;2;1;-2387,969849;0,030150944
28;25;20;36,5;28;25;20;9744,221387;0,221387331
17;28;1;23;28;17;1;-3165,248805;0,751194614
26;28;20;37;28;26;20;10237,28934;0,289338492
21;23;1;22,5;23;21;1;-76,48759091;0,512409095
20;24;13;28,5;24;20;13;3165,086384;0,086384337
24;10;19;26,5;24;19;10;1592,605287;0,605287434
1;30;21;26;30;21;1;-2549,509757;0,490243204
15;3;10;14;15;10;3;-164,632925;0,367074982
12;2;12;13;12;12;2;39,66106403;0,66106403
23;8;9;20;23;9;8;-1770,965838;0,03416182
24;29;16;34,5;29;24;16;6275,282253;0,282252741
8;26;22;28;26;22;8;1269,960629;0,960629311
27;20;30;38,5;30;27;20;11220,67179;0,671789784
4;18;11;16,5;18;11;4;-418,8957302;0,104269761
23;19;11;26,5;23;19;11;2094,517257;0,517256807
9;24;25;29;25;24;9;2154,065923;0,065922854
14;12;15;20,5;15;14;12;1375,852579;0,852579426
4;6;23;16,5;23;6;4;-3465,410132;0,589868022
29;1;1;15,5;29;1;1;-11174,69355;0,306450301
19;30;9;29;30;19;9;-1077,032961;0,967038573
29;9;12;25;29;12;9;-4160;0
30;22;18;35;30;22;18;6537,26816;0,268160325
2;24;5;15,5;24;5;2;-4743,597619;0,4023814
2;28;14;22;28;14;2;-4502,799129;0,20087057
19;25;27;35,5;27;25;19;8774,176079;0,176079108
28;16;13;28,5;28;16;13;517,1709778;0,170977833
12;2;26;20;26;12;2;-3863,925465;0,07453488
28;26;20;37;28;26;20;10237,28934;0,289338492
29;8;9;23;29;9;8;-6042,747719;0,252280626
14;19;30;31,5;30;19;14;1841,596995;0,596995053
23;7;7;18,5;23;7;7;-2559,729412;0,270587726
18;8;6;16;18;8;6;-640;0
19;22;27;34;27;22;19;7346,999388;0,999387505
13;3;9;12,5;13;9;3;-58,77825119;0,221748814
20;11;6;18,5;20;11;6;-604,8509953;0,149004661
15;9;13;18,5;15;13;9;786,5751166;0,575116605
4;3;10;8,5;10;4;3;-108,2370445;0,762955452
25;17;11;26,5;25;17;11;1137,023654;0,023653695
21;8;25;27;25;21;8;1184,722752;0,722752377
22;23;16;30,5;23;22;16;5105,027795;0,027795131
13;30;1;22;30;13;1;-7091,908629;0,091371147
16;16;7;19,5;16;16;7;676,1816913;0,181691328
18;8;20;23;20;18;8;1079,062093;0,062092745
23;2;8;16,5;23;8;2;-3254,185133;0,814866543
14;9;28;25,5;28;14;9;-2395,476328;0,523672432
18;29;24;35,5;29;24;18;7794,054212;0,054211685
11;26;20;28,5;26;20;11;1985,269237;0,269237487
2;8;18;14;18;8;2;-1077,597327;0,402672609
14;5;15;17;15;14;5;296,863605;0,863605044
6;8;24;19;24;8;6;-3116,612745;0,387255368
15;6;5;13;15;6;5;-403,8217429;0,178257148
13;9;21;21,5;21;13;9;246,3304913;0,330491287
14;29;9;26;29;14;9;-3120,599942;0,400057681
11;9;20;20;20;11;9;0;0
6;23;26;27,5;26;23;6;761,0419205;0,041920453
24;27;28;39,5;28;27;24;14003,54848;0,548483052
30;4;16;25;30;16;4;-4725;0
17;9;23;24,5;23;17;9;863,1122148;0,112214786
15;21;20;28;21;20;15;3852,213909;0,21390891
13;2;9;12;13;9;2;-103,9230485;0,076951546
16;8;8;16;16;8;8;0;0
4;28;7;19,5;28;7;4;-7272,403088;0,596911633
8;27;8;21,5;27;8;8;-4647,82167;0,178330289
3;4;5;6;5;4;3;14,69693846;0,696938457
4;3;4;5,5;4;4;3;13,19179432;0,191794325
12;10;27;24,5;27;12;10;-2242,854322;0,145678424
29;6;26;30,5;29;26;6;913,3132891;0,313289109
6;15;11;16;15;11;6;200;0
11;17;8;18;17;11;8;296,9848481;0,984848098
19;15;24;29;24;19;15;3769,615365;0,615364994
24;16;15;27,5;24;16;15;2638,409759;0,409758678
5;25;19;24,5;25;19;5;-265,430208;0,569792012
2;28;5;17,5;28;5;2;-8510,401207;0,598792599
1;23;13;18,5;23;13;1;-1862,941066;0,058934356
28;3;13;22;28;13;3;-4812,36657;0,633430421
5;17;6;14;17;6;5;-808,1979955;0,802004457
19;30;4;26,5;30;19;4;-3040,428276;0,57172399
24;30;23;38,5;30;24;23;11853,56515;0,56514573
8;23;8;19,5;23;8;8;-2044,000656;0,999344499
5;2;12;9,5;12;5;2;-260,0612158;0,93878425
13;20;12;22,5;20;13;12;1182,889487;0,889487257
6;21;20;23,5;21;20;6;742,3009782;0,300978167
24;5;3;16;24;5;3;-4576;0
21;25;28;37;28;25;21;10511,01365;0,013652355
22;19;22;31,5;22;22;19;6331,585859;0,585859182
4;8;21;16,5;21;8;4;-1942,152931;0,847068892
25;12;15;26;25;15;12;785,2490051;0,249005093
27;4;17;24;27;17;4;-2057,571384;0,428616062
26;10;15;25,5;26;15;10;-410,9236072;0,07639282
11;29;29;34,5;29;29;11;4175,445205;0,445205492
28;27;5;30;28;27;5;821,5838363;0,583836258
17;10;4;15,5;17;10;4;-373,5232485;0,476751477
18;24;3;22,5;24;18;3;-624,3521955;0,647804471
3;11;6;10;11;6;3;-88,54377448;0,456225515
17;24;29;35;29;24;17;7028,302782;0,302782322
17;11;27;27,5;27;17;11;454,2653324;0,265332364
3;28;19;25;28;19;3;-1980;0
2;5;13;10;13;5;2;-379,4733192;0,52668078
17;30;13;30;30;17;13;0;0
19;14;24;28,5;24;19;14;3309,226941;0,226940739
10;10;23;21,5;23;10;10;-919,8270345;0,172965478
21;18;8;23,5;21;18;8;1033,16177;0,161769612
23;19;26;34;26;23;19;7696,856501;0,856501196
7;3;30;20;30;7;3;-9883,420461;0,579539451
23;26;17;33;26;23;17;6433,910164;0,910164123
29;26;25;40;29;26;25;14609,72279;0,722789978
22;4;7;16,5;22;7;4;-2653,006292;0,993708486
21;21;11;26,5;21;21;11;2413,681791;0,681791178
25;17;21;31,5;25;21;17;5554,256537;0,256537079
2;5;1;4;5;2;1;-12;0
23;1;15;19,5;23;15;1;-1286,677161;0,322838787
2;6;15;11,5;15;6;2;-620,1592978;0,840702168
16;13;30;29,5;30;16;13;-604,9210886;0,078911396
14;11;23;24;23;14;11;636,8673331;0,867333124
17;15;27;29,5;27;17;15;2461,098705;0,098705038
22;26;27;37,5;27;26;22;11461,3156;0,315599591
19;12;7;19;19;12;7;0;0
20;25;12;28,5;25;20;12;2620,555393;0,555393483
18;16;16;25;18;16;16;2835;0
2;14;27;21,5;27;14;2;-3729,733439;0,266561343
3;9;8;10;9;8;3;44,27188724;0,271887242
29;13;19;30,5;29;19;13;1667,159179;0,159178532
10;9;24;21,5;24;10;9;-1666,353323;0,646676591
15;29;25;34,5;29;25;15;5984,535585;0,53558466
5;28;11;22;28;11;5;-5262,646483;0,353517478
22;10;4;18;22;10;4;-1900,703028;0,296972171
29;14;13;28;29;14;13;-1111,215551;0,784449353
14;3;11;14;14;11;3;0;0
8;16;13;18,5;16;13;8;620,9803552;0,980355215
9;11;14;17;14;11;9;593,7272101;0,727210089
9;25;10;22;25;10;9;-2195,114576;0,885424403
30;8;21;29,5;30;21;8;-496,2932837;0,706716308
9;28;5;21;28;9;5;-6158,981734;0,018265979
8;4;10;11;10;8;4;69,6491206;0,649120597
21;18;23;31;23;21;18;5790,474937;0,474937343
25;6;18;24,5;25;18;6;-297,6035665;0,396433468
11;4;25;20;25;11;4;-3219,937888;0,0621124
21;12;30;31,5;30;21;12;1723,734787;0,734787369
26;30;22;39;30;26;22;12421,30102;0,301018814
3;3;29;17,5;29;3;3;-10114,69681;0,30319172
23;22;11;28;23;22;11;2698,666337;0,666337286
27;27;18;36;27;27;18;8748;0
29;30;8;33,5;30;29;8;2324,572748;0,572748042
10;21;27;29;27;21;10;1637,090101;0,090101369
2;23;25;25;25;23;2;0;0
23;17;3;21,5;23;17;3;-579,0215548;0,978445187
10;19;18;23,5;19;18;10;1619,731032;0,731032359
8;11;16;17,5;16;11;8;387,4781748;0,478174789
4;29;4;18,5;29;4;4;-9495,354159;0,645841173
27;30;30;43,5;30;30;27;19833,35154;0,351539886
27;27;27;40,5;27;27;27;15657,73062;0,730620857
5;5;12;11;12;5;5;-119,3984925;0,601507547
8;8;4;10;8;8;4;75,89466384;0,894663844
28;12;19;29,5;28;19;12;1497,026936;0,026936444
23;19;3;22,5;23;19;3;-161,8690877;0,13091227
27;14;8;24,5;27;14;8;-2143,859372;0,14062779
6;17;22;22,5;22;17;6;215,2325232;0,232523245
24;11;20;27,5;24;20;11;2271,326662;0,326661818
20;16;23;29,5;23;20;16;4527,742693;0,742693488
30;13;6;24,5;30;13;6;-5791,823256;0,176743649
4;24;23;25,5;24;23;4;407,1362928;0,136292828
16;2;14;16;16;14;2;0;0
16;27;3;23;27;16;3;-2685,665653;0,334346945
10;22;19;25,5;22;19;10;1780,668964;0,668964445
10;10;15;17,5;15;10;10;588,2765812;0,276581157
19;25;20;32;25;20;19;6177,28484;0,284840446
3;26;1;15;26;3;1;-7157,273224;0,726776209
24;23;12;29,5;24;23;12;3398,013522;0,013522404
6;24;23;26,5;24;23;6;923,3893283;0,38932827
27;15;6;24;27;15;6;-2380,90403;0,095970015
20;9;15;22;20;15;9;853,6556683;0,655668288
10;22;6;19;22;10;6;-1529,973529;0,026470817
23;12;27;31;27;23;12;3385,200733;0,200732601
26;5;29;30;29;26;5;547,7225575;0,722557505
17;29;10;28;29;17;10;-1047,717519;0,282480818
3;21;16;20;21;16;3;-304,1052449;0,89475506
7;25;18;25;25;18;7;0;0
22;17;26;32,5;26;22;17;6030,815389;0,815389134
2;4;26;16;26;4;2;-6720;0
14;19;9;21;19;14;9;769,8727168;0,872716753
13;20;22;27,5;22;20;13;3136,593962;0,593961559
22;11;12;22,5;22;12;11;286,3837706;0,383770599
29;2;20;25,5;29;20;2;-2284,381773;0,618226754
3;14;30;23,5;30;14;3;-6136,55674;0,443260493
19;21;17;28,5;21;19;17;4374,265496;0,265496379
29;4;21;27;29;21;4;-1434,138069;0,861931333
17;19;5;20,5;19;17;5;368,4409828;0,440982808
2;15;2;9,5;15;2;2;-953,5577911;0,442208916
17;28;14;29,5;28;17;14;1578,49779;0,497790128
7;8;9;12;9;8;7;207,8460969;0,846096908
14;4;16;17;16;14;4;160,8011194;0,801119399
8;22;5;17,5;22;8;5;-2235,451008;0,548991604
1;20;8;14,5;20;8;1;-1837,781248;0,218752391
20;4;5;14,5;20;5;4;-2089,10176;0,898239898
27;21;13;30,5;27;21;13;3213,509721;0,509720938
24;24;29;38,5;29;24;24;12393,38595;0,38594933
11;7;14;16;14;11;7;360;0
3;6;14;11,5;14;6;3;-396,3424084;0,657591611
11;8;18;18,5;18;11;8;169,3582787;0,358278695
9;13;26;24;26;13;9;-1616,66323;0,336769763
22;5;8;17,5;22;8;5;-2235,451008;0,548991604
29;9;24;31;29;24;9;1714,871424;0,871423752
30;22;30;41;30;30;22;14720,78262;0,782621858
19;10;2;15,5;19;10;2;-1023,128898;0,871101871
16;20;12;24;20;16;12;1881,208122;0,208122457
22;24;12;29;24;22;12;3204,17306;0,173060245
23;25;17;32,5;25;23;17;6295,906175;0,906175469
16;1;30;23,5;30;16;1;-5317,298844;0,701156396
25;21;25;35,5;25;25;21;9524,907722;0,90772224
11;17;18;23;18;17;11;1726,499348;0,499348393
5;13;5;11,5;13;5;5;-214,9150813;0,08491866
14;19;7;20;19;14;7;348,8266045;0,82660449
30;8;29;33,5;30;29;8;2324,572748;0,572748042
30;25;12;33,5;30;25;12;3702,097339;0,097339474
15;10;1;13;15;10;1;-259,5996918;0,400308167
10;6;18;17;18;10;6;-317,4791332;0,520866827
14;19;5;19;19;14;5;0;0
22;16;29;33,5;29;22;16;5241,683648;0,683647545
1;8;17;13;17;8;1;-865,3323061;0,667693889
11;16;1;14;16;11;1;-291,8492762;0,150723832
9;23;27;29,5;27;23;9;1809,331876;0,331875566
5;7;7;9,5;7;7;5;86,68707192;0,687071917
29;16;22;33,5;29;22;16;5241,683648;0,683647545
24;11;9;22;24;11;9;-1341,458907;0,54109269
6;8;8;11;8;8;6;149,2481156;0,248115566
30;11;26;33,5;30;26;11;3418,489335;0,489335355
1;2;27;15;27;2;1;-8458,595628;0,404371883
24;8;25;28,5;25;24;8;1723,68082;0,680820312
8;17;2;13,5;17;8;2;-813,3836877;0,616312287
15;11;2;14;15;11;2;-134,6996659;0,300334076
25;3;27;27,5;27;25;3;160,5988549;0,598854876
24;10;19;26,5;24;19;10;1592,605287;0,605287434
3;20;22;22,5;22;20;3;115,6207769;0,62077695
20;25;30;37,5;30;25;20;10046,73527;0,735273134
5;24;24;26,5;24;24;5;691,7376501;0,737650098
16;22;19;28,5;22;19;16;4120,684888;0,684887893
5;25;26;28;26;25;5;730,2273619;0,227361854
14;30;8;26;30;14;8;-4405,55286;0,447140256
27;28;17;36;28;27;17;8208;0
9;27;25;30,5;27;25;9;2285,699395;0,699395494
24;15;16;27,5;24;16;15;2638,409759;0,409758678
28;19;16;31,5;28;19;16;3805,967123;0,967123109
13;7;16;18;16;13;7;466,6904756;0,690475583
10;27;10;23,5;27;10;10;-3092,213789;0,786210951
24;26;3;26,5;26;24;3;151,2170677;0,217067696
6;12;19;18,5;19;12;6;-174,734732;0,265268013
11;13;3;13,5;13;11;3;48,22432931;0,224329311
18;16;19;26,5;19;18;16;3445,818713;0,818712812
11;30;27;34;30;27;11;3755,13302;0,13302028
28;2;25;27,5;28;25;2;-167,1539102;0,846089823
6;20;18;22;20;18;6;600,3732173;0,373217257
15;4;12;15,5;15;12;4;79,23220423;0,232204232
25;18;10;26,5;25;18;10;1082,971595;0,971595455
8;23;27;29;27;23;8;1357,061531;0,061531398
16;11;6;16,5;16;11;6;117,2908045;0,290804467
20;17;18;27,5;20;18;17;3923,200598;0,200597686
18;13;3;17;18;13;3;-230,893915;0,106084965
5;2;5;6;5;5;2;9,797958971;0,797958971
13;27;26;33;27;26;13;4825,432623;0,432623092
2;27;14;21,5;27;14;2;-3729,733439;0,266561343
7;26;2;17,5;26;7;2;-5787,072821;0,927178967
22;27;25;37;27;25;22;10948,97255;0,972554537
22;11;19;26;22;19;11;2141,588196;0,588195709
12;19;12;21,5;19;12;12;1046,180087;0,180086523
10;16;14;20;16;14;10;1073,312629;0,3126292
2;2;9;6,5;9;2;2;-129,0689314;0,931068562
7;21;22;25;22;21;7;1080;0
21;16;6;21,5;21;16;6;197,6439942;0,643994185
17;20;8;22,5;20;17;8;945,7186627;0,718662744
5;5;6;8;6;5;5;50,91168825;0,911688245
12;4;26;21;26;12;4;-3505,670407;0,329593359
16;29;24;34,5;29;24;16;6275,282253;0,282252741
19;23;12;27;23;19;12;2494,153163;0,153162899
29;11;15;27,5;29;15;11;-1622,376187;0,623812987
3;2;17;11;17;3;2;-1432,781909;0,218090566
12;7;28;23,5;28;12;7;-4139,312638;0,687361749
29;21;2;26;29;21;2;-1835,647025;0,352975107
27;24;3;27;27;24;3;0;0
15;3;10;14;15;10;3;-164,632925;0,367074982
3;19;23;22,5;23;19;3;-161,8690877;0,13091227
15;13;6;17;15;13;6;362,8332951;0,833295054
14;25;24;31,5;25;24;14;4788,152187;0,152187137
16;3;13;16;16;13;3;0;0
13;8;6;13,5;13;8;6;75,78108892;0,781088917
2;7;30;19,5;30;7;2;-10142,72537;0,274630077
12;12;19;21,5;19;12;12;1046,180087;0,180086523
30;29;13;36;30;29;13;5796;0
15;4;27;23;27;15;4;-2915,865566;0,134433826
14;27;22;31,5;27;22;14;4198,841149;0,84114872
1;17;17;17,5;17;17;1;17,25611305;0,256113047
22;4;23;24,5;23;22;4;380,5118366;0,511836626
6;16;6;14;16;6;6;-478,9321455;0,067854493
2;4;15;10,5;15;4;2;-805,6370781;0,362921929
23;27;3;26,5;27;23;3;-211,7038948;0,296105226
14;10;10;17;14;10;10;606,096527;0,096526966
26;6;4;18;26;6;4;-5702,109083;0,890916512
16;1;23;20;23;16;1;-1019,646998;0,35300226
21;13;1;17,5;21;13;1;-1087,135122;0,864878022
5;9;12;13;12;9;5;115,3776408;0,377640815
20;11;25;28;25;20;11;2158,93307;0,933069829
6;8;30;22;30;8;6;-8405,225042;0,774958396
17;7;1;12,5;17;7;1;-1006,301338;0,698662024
22;17;28;33,5;28;22;17;6040,416394;0,416393837
14;4;13;15,5;14;13;4;169,7832948;0,783294783
17;14;7;19;17;14;7;523,0678732;0,067873225
20;19;9;24;20;19;9;1469,693846;0,69384567
17;8;2;13,5;17;8;2;-813,3836877;0,616312287
9;24;16;24,5;24;16;9;326,0646145;0,064614475
9;18;23;25;23;18;9;1120;0
15;18;19;26;19;18;15;3140,99602;0,996020373
26;13;21;30;26;21;13;3352,062052;0,062051932
4;18;12;17;18;12;4;-268,0018657;0,998134335
1;23;16;20;23;16;1;-1019,646998;0,35300226
7;2;5;7;7;5;2;0;0
27;3;6;18;27;6;3;-6873,077913;0,922086867
29;14;21;32;29;21;14;3360,171424;0,171424198
8;27;26;30,5;27;26;8;1957,099905;0,099905233
8;25;2;17,5;25;8;2;-4619,932084;0,067915982
30;9;19;29;30;19;9;-1077,032961;0,967038573
7;30;30;33,5;30;30;7;1878,903027;0,903027284
17;1;23;20,5;23;17;1;-772,5375446;0,462455403
21;5;29;27,5;29;21;5;-1150,412205;0,587794663
29;9;9;23,5;29;9;9;-5605,735795;0,26420488
21;24;10;27,5;24;21;10;2087,785113;0,785113389
14;22;24;30;24;22;14;4206,509242;0,50924164
7;25;15;23,5;25;15;7;-1019,83065;0,169349996
18;5;3;13;18;5;3;-1442,22051;0,779489814
6;29;18;26,5;29;18;6;-2242,51694;0,483059916
25;12;1;19;25;12;1;-3295,327601;0,672398683
23;23;6;26;23;23;6;917,8235124;0,823512447
30;26;1;28,5;30;26;1;-550,5368474;0,46315263
18;30;4;26;30;18;4;-3589,709738;0,290262431
4;10;8;11;10;8;4;69,6491206;0,649120597
27;25;19;35,5;27;25;19;8774,176079;0,176079108
15;1;8;12;15;8;1;-457,2614132;0,738586802
19;5;26;25;26;19;5;-600;0
8;6;26;20;26;8;6;-4507,913043;0,08695736
6;19;30;27,5;30;19;6;-2395,872713;0,127287461
22;29;5;28;29;22;5;-730,2273619;0,772638146
21;25;26;36;26;25;21;9900;0
9;4;3;8;9;4;3;-56,56854249;0,431457505
8;27;19;27;27;19;8;0;0
2;18;16;18;18;16;2;0;0
1;7;30;19;30;7;1;-10356,74389;0,256110147
14;10;3;13,5;14;10;3;-67,51406104;0,485938965
16;6;20;21;20;16;6;343,6931771;0,693177122
6;5;28;19,5;28;6;5;-7347,473056;0,526944269
26;17;10;26,5;26;17;10;403,4600061;0,46000615
23;2;22;23,5;23;22;2;78,1688377;0,168837701
22;10;12;22;22;12;10;0;0
6;25;19;25;25;19;6;0;0
1;29;14;22;29;14;1;-5515,928934;0,071066448
29;24;27;40;29;27;24;14470,58257;0,582572931
29;22;10;30,5;29;22;10;1443,490618;0,490617934
20;17;13;25;20;17;13;2400;0
14;6;19;19,5;19;14;6;163,9395611;0,939561081
27;28;18;36,5;28;27;18;9025,280152;0,280151902
28;24;2;27;28;24;2;-389,7114317;0,288568297
25;4;9;19;25;9;4;-3923,009049;0,990950813
26;15;8;24,5;26;15;8;-1163,809373;0,190626515
29;14;5;24;29;14;5;-4654,030511;0,969488712
16;8;9;16,5;16;9;8;129,4768621;0,476862074
27;17;15;29,5;27;17;15;2461,098705;0,098705038
3;11;17;15,5;17;11;3;-332,1847072;0,815292815
18;28;3;24,5;28;18;3;-2421,04523;0,954769565
22;28;25;37,5;28;25;22;11271,48014;0,480144526
6;17;17;20;17;17;6;563,4891303;0,48913033
5;17;1;11,5;17;5;1;-1272,958559;0,041441292
16;18;16;25;18;16;16;2835;0
3;16;1;10;16;3;1;-1195,340956;0,659044456
7;11;18;18;18;11;7;0;0
23;12;2;18,5;23;12;2;-2075,848616;0,151383997
4;25;13;21;25;13;4;-2492,921178;0,078821944
8;21;10;19,5;21;10;8;-723,652406;0,347594015
4;30;22;28;30;22;4;-1523,952755;0,047244827
6;18;15;19,5;18;15;6;402,3971045;0,397104472
10;25;18;26,5;25;18;10;1082,971595;0,971595455
30;5;10;22,5;30;10;5;-7782,167679;0,832320679
24;14;25;31,5;25;24;14;4788,152187;0,152187137
28;12;7;23,5;28;12;7;-4139,312638;0,687361749
13;23;16;26;23;16;13;1988,61761;0,617610301
27;15;30;36;30;27;15;6804;0
12;8;9;14,5;12;9;8;340,3298607;0,329860668
27;21;17;32,5;27;21;17;5588,997412;0,997411908
11;27;12;25;27;12;11;-1820;0
10;12;1;11,5;12;10;1;-26,70542431;0,294575691
4;1;5;5;5;4;1;0;0
3;11;19;16,5;19;11;3;-754,0123144;0,98768557
11;17;5;16,5;17;11;5;-128,4613573;0,538642727
19;23;6;24;23;19;6;440,9081537;0,908153701
18;28;20;33;28;20;18;5600,94858;0,948580375
28;16;27;35,5;28;27;16;7406,772015;0,772014831
17;9;26;26;26;17;9;0;0
17;6;7;15;17;7;6;-557,7096019;0,290398146
28;18;20;33;28;20;18;5600,94858;0,948580375
1;26;26;26,5;26;26;1;32,81732107;0,817321074
22;8;30;30;30;22;8;0;0
13;19;8;20;19;13;8;375,6594202;0,65942022
4;28;4;18;28;4;4;-8315,575747;0,424253246
24;27;7;29;27;24;7;1184,736258;0,73625757
25;13;21;29,5;25;21;13;3427,886169;0,886168754
26;7;28;30,5;28;26;7;1460,058659;0,058659459
6;10;16;16;16;10;6;0;0
3;9;1;6,5;9;3;1;-122,695157;0,304842954
14;30;4;24;30;14;4;-5878,775383;0,22461732
4;3;18;12,5;18;4;3;-1570,218996;0,781004028
20;14;6;20;20;14;6;0;0
10;8;28;23;28;10;8;-4675,935735;0,06426477
28;4;19;25,5;28;19;4;-1764,257269;0,74273108
11;10;22;21,5;22;11;10;-279,9473583;0,052641667
22;9;2;16,5;22;9;2;-2429,595235;0,404764614
2;18;13;16,5;18;13;2;-309,2212118;0,778788224
28;24;22;37;28;24;22;10675,24824;0,248240673
10;23;9;21;23;10;9;-1209,799983;0,200016532
15;3;13;15,5;15;13;3;61,51568652;0,515686516
11;22;3;18;22;11;3;-1781,909089;0,09091141
29;27;19;37,5;29;27;19;10111,03438;0,034378882
14;24;11;24,5;24;14;11;350,8133518;0,813351816
11;11;10;16;11;11;10;600;0
13;7;14;17;14;13;7;494,7726751;0,772675074
26;2;7;17,5;26;7;2;-5787,072821;0,927178967
3;23;8;17;23;8;3;-3117,067853;0,932147033
8;16;28;26;28;16;8;-1835,647025;0,352975107
15;20;3;19;20;15;3;-278,9695324;0,030467613
5;28;14;23,5;28;14;5;-3833,908807;0,091192766
7;28;25;30;28;25;7;1259,761882;0,761882262
12;12;3;13,5;12;12;3;86,80379276;0,80379276
22;20;8;25;22;20;8;1275;0
12;14;8;17;14;12;8;556,6192595;0,619259458
23;9;9;20,5;23;9;9;-1496,968356;0,031644352
17;21;23;30,5;23;21;17;5312,128314;0,128314203
3;21;24;24;24;21;3;0;0
6;19;7;16;19;7;6;-1080;0
19;26;2;23,5;26;19;2;-1172,532566;0,467434487
28;2;17;23,5;28;17;2;-3048,58467;0,415329667
20;4;21;22,5;21;20;4;329,074519;0,074519011
2;6;24;16;24;6;2;-4480;0
10;2;23;17,5;23;10;2;-2674,697522;0,302477674
7;13;9;14,5;13;9;7;235,6129805;0,612980463
19;29;29;38,5;29;29;19;10919,7372;0,737203869
23;14;7;22;23;14;7;-562,8498912;0,150108821
15;28;18;30,5;28;18;15;2675,048371;0,04837135
5;2;4;5,5;5;4;2;6,156170685;0,156170685
29;13;19;30,5;29;19;13;1667,159179;0,159178532
26;24;2;26;26;24;2;0;0
11;8;22;20,5;22;11;8;-806,4952389;0,504761135
18;9;26;26,5;26;18;9;382,8687459;0,868745868
17;25;19;30,5;25;19;17;4715,678819;0,678819275
2;13;23;19;23;13;2;-1778,430769;0,569231035
23;1;23;23,5;23;23;1;27,2681992;0,268199198
1;27;9;18,5;27;9;1;-6078,080446;0,919553505
30;4;27;30,5;30;27;4;256,1143086;0,114308586
26;2;14;21;26;14;2;-3047,412837;0,587162854
24;16;22;31;24;22;16;5261,537323;0,537322874
25;14;27;33;27;25;14;5239,041134;0,041133643
17;19;22;29;22;19;17;4523,538438;0,538437993
28;28;26;41;28;28;26;16231,91994;0,919941892
20;30;15;32,5;30;20;15;3117,667178;0,667178005
2;11;8;10,5;11;8;2;-34,42893496;0,57106504
3;3;5;5,5;5;3;3;7,328774625;0,328774625
3;21;14;19;21;14;3;-697,423831;0,576169033
9;13;27;24,5;27;13;9;-2205,731216;0,268784436
11;29;19;29,5;29;19;11;527,5237776;0,523777604
13;16;22;25,5;22;16;13;2098,80337;0,803370003
23;8;15;23;23;15;8;0;0
4;23;30;28,5;30;23;4;-1079,052221;0,947779154
4;9;25;19;25;9;4;-3923,009049;0,990950813
23;4;14;20,5;23;14;4;-1213,98757;0,012429918
27;8;6;20,5;27;8;6;-5334,187808;0,812192066
21;2;22;22,5;22;21;2;72,93002854;0,930028538
3;14;25;21;25;14;3;-2309,61815;0,381849742
4;18;18;20;18;18;4;286,2167011;0,21670112
5;21;2;14;21;5;2;-2828,692984;0,307015599
18;1;3;11;18;3;1;-1857,309883;0,690117401
