;;;;;;п;;;;;;неп;;;;;;;;;;;;
66;58;52;34;198;174;0;0;0;0;0;0;66;58;52;34;198;174;0;0;0;1;0;0;1
3;27;46;27;2;81;0;27;0;27;0;0;3;0;46;0;2;81;1;0;0;0;1;0;2
35;76;45;56;105;76;0;76;0;0;0;76;35;0;45;56;105;0;1;0;0;0;0;0;1
45;25;45;70;22;25;45;25;45;0;0;25;0;0;0;70;22;0;0;0;0;0;1;0;1
39;31;53;50;117;31;0;31;0;0;0;31;39;0;53;50;117;0;0;0;0;0;0;0;0
39;21;2;3;58;21;0;21;0;0;0;21;39;0;2;3;58;0;0;0;1;1;0;0;2
17;24;26;7;11;24;0;24;0;0;0;24;17;0;26;7;11;0;1;0;1;1;1;0;4
76;39;35;47;76;13;76;0;0;0;76;0;0;39;35;47;0;13;0;0;1;0;0;1;2
33;14;43;45;33;14;33;14;0;0;33;14;0;0;43;45;0;0;0;0;0;0;0;0;0
66;48;61;65;44;144;0;0;0;0;0;0;66;48;61;65;44;144;0;0;0;0;0;0;0
62;26;12;40;62;26;62;26;0;0;62;26;0;0;12;40;0;0;0;0;1;0;0;0;1
50;44;42;46;33;132;0;0;0;0;0;0;50;44;42;46;33;132;0;0;0;0;1;0;1
53;41;75;54;53;41;53;41;0;0;53;41;0;0;75;54;0;0;0;0;0;0;0;0;0
43;29;46;48;43;9;43;0;0;0;43;0;0;29;46;48;0;9;0;1;0;0;0;1;2
20;54;33;27;60;18;0;0;0;0;0;0;20;54;33;27;60;18;1;0;1;1;0;1;4
94;84;91;53;141;126;0;0;0;0;0;0;94;84;91;53;141;126;0;0;0;0;0;0;0
54;76;76;64;36;152;0;76;76;0;0;0;54;0;0;64;36;152;0;0;0;0;1;0;1
66;93;39;18;66;31;66;0;0;0;66;0;0;93;39;18;0;31;0;0;0;1;0;1;2
30;18;25;26;20;54;0;0;0;0;0;0;30;18;25;26;20;54;1;1;1;1;1;0;5
50;22;69;48;25;22;0;22;0;0;0;22;50;0;69;48;25;0;0;0;0;0;1;0;1
48;43;51;44;96;14;0;0;0;0;0;0;48;43;51;44;96;14;0;0;0;0;0;1;1
35;25;78;71;52;37;0;0;0;0;0;0;35;25;78;71;52;37;1;1;0;0;0;0;2
77;30;64;98;25;20;0;0;0;0;0;0;77;30;64;98;25;20;0;1;0;0;1;1;3
36;35;31;31;36;23;36;0;31;31;36;0;0;35;0;0;0;23;0;1;0;0;0;1;2
81;64;53;39;162;32;0;0;0;0;0;0;81;64;53;39;162;32;0;0;0;0;0;1;1
60;45;53;40;120;135;0;0;0;0;0;0;60;45;53;40;120;135;0;0;0;0;0;0;0
34;28;12;34;68;42;34;0;0;34;0;0;0;28;12;0;68;42;0;1;1;0;0;0;2
72;53;55;74;72;26;72;0;0;0;72;0;0;53;55;74;0;26;0;0;0;0;0;1;1
45;30;29;31;45;90;45;0;0;0;45;0;0;30;29;31;0;90;0;1;1;1;0;0;3
71;48;46;66;71;72;71;0;0;0;71;0;0;48;46;66;0;72;0;0;0;0;0;0;0
51;80;54;72;17;80;0;80;0;0;0;80;51;0;54;72;17;0;0;0;0;0;1;0;1
64;26;71;35;21;78;0;0;0;0;0;0;64;26;71;35;21;78;0;1;0;1;1;0;3
22;37;59;30;22;24;22;0;0;0;22;0;0;37;59;30;0;24;0;0;0;1;0;1;2
30;49;14;54;15;98;0;0;0;0;0;0;30;49;14;54;15;98;1;0;1;0;1;0;3
54;33;41;42;162;11;0;0;0;0;0;0;54;33;41;42;162;11;0;1;0;0;0;1;2
35;25;74;48;35;37;35;0;0;0;35;0;0;25;74;48;0;37;0;1;0;0;0;0;1
26;44;37;52;13;44;0;44;0;0;0;44;26;0;37;52;13;0;1;0;0;0;1;0;2
41;17;23;50;41;5;41;0;0;0;41;0;0;17;23;50;0;5;0;1;1;0;0;1;3
54;53;55;39;54;106;54;0;0;0;54;0;0;53;55;39;0;106;0;0;0;0;0;0;0
30;19;18;42;20;28;0;0;0;0;0;0;30;19;18;42;20;28;1;1;1;0;1;1;5
76;73;52;59;38;24;0;0;0;0;0;0;76;73;52;59;38;24;0;0;0;0;0;1;1
51;85;42;58;76;127;0;0;0;0;0;0;51;85;42;58;76;127;0;0;0;0;0;0;0
33;11;12;13;33;11;33;11;0;0;33;11;0;0;12;13;0;0;0;0;1;1;0;0;2
58;69;24;63;58;138;58;0;0;0;58;0;0;69;24;63;0;138;0;0;1;0;0;0;1
34;41;60;57;102;20;0;0;0;0;0;0;34;41;60;57;102;20;1;0;0;0;0;1;2
89;42;59;49;59;21;0;0;59;0;59;0;89;42;0;49;0;21;0;0;0;0;0;1;1
84;21;51;83;42;42;0;0;0;0;42;42;84;21;51;83;0;0;0;1;0;0;0;0;1
65;31;52;92;130;46;0;0;0;0;0;0;65;31;52;92;130;46;0;1;0;0;0;0;1
47;34;43;23;47;34;47;34;0;0;47;34;0;0;43;23;0;0;0;0;0;1;0;0;1
29;38;10;28;19;114;0;0;0;0;0;0;29;38;10;28;19;114;1;0;1;1;1;0;4
48;64;57;57;48;21;48;0;57;57;48;0;0;64;0;0;0;21;0;0;0;0;0;1;1
67;94;73;59;67;94;67;94;0;0;67;94;0;0;73;59;0;0;0;0;0;0;0;0;0
76;39;44;47;76;39;76;39;0;0;76;39;0;0;44;47;0;0;0;0;0;0;0;0;0
71;50;51;54;35;25;0;0;0;0;0;0;71;50;51;54;35;25;0;0;0;0;1;1;2
28;16;31;14;56;24;0;0;0;0;0;0;28;16;31;14;56;24;1;1;1;1;0;1;5
25;24;20;69;25;24;25;24;0;0;25;24;0;0;20;69;0;0;0;0;1;0;0;0;1
90;62;45;79;45;62;0;62;45;0;45;62;90;0;0;79;0;0;0;0;0;0;0;0;0
66;76;26;44;99;38;0;0;0;0;0;0;66;76;26;44;99;38;0;0;1;0;0;0;1
63;35;56;69;21;35;0;35;0;0;0;35;63;0;56;69;21;0;0;0;0;0;1;0;1
39;61;63;62;39;122;39;0;0;0;39;0;0;61;63;62;0;122;0;0;0;0;0;0;0
95;86;82;39;63;86;0;86;0;0;0;86;95;0;82;39;63;0;0;0;0;0;0;0;0
14;16;56;45;21;32;0;0;0;0;0;0;14;16;56;45;21;32;1;1;0;0;1;1;4
53;43;27;48;53;86;53;0;0;0;53;0;0;43;27;48;0;86;0;0;1;0;0;0;1
76;10;37;49;50;30;0;0;0;0;0;0;76;10;37;49;50;30;0;1;0;0;0;1;2
37;72;68;51;37;216;37;0;0;0;37;0;0;72;68;51;0;216;0;0;0;0;0;0;0
40;46;42;40;60;46;40;46;0;40;0;46;0;0;42;0;60;0;0;0;0;0;0;0;0
34;40;49;3;34;80;34;0;0;0;34;0;0;40;49;3;0;80;0;0;0;1;0;0;1
16;20;9;40;5;60;0;0;0;0;0;0;16;20;9;40;5;60;1;1;1;0;1;0;4
40;60;36;42;80;60;0;60;0;0;0;60;40;0;36;42;80;0;0;0;1;0;0;0;1
3;6;7;75;3;6;3;6;0;0;3;6;0;0;7;75;0;0;0;0;1;0;0;0;1
18;24;44;44;18;16;18;0;44;44;18;0;0;24;0;0;0;16;0;1;0;0;0;1;2
76;54;23;41;228;162;0;0;0;0;0;0;76;54;23;41;228;162;0;0;1;0;0;0;1
55;55;90;19;27;55;55;55;0;0;0;55;0;0;90;19;27;0;0;0;0;1;1;0;2
86;52;63;39;86;156;86;0;0;0;86;0;0;52;63;39;0;156;0;0;0;0;0;0;0
83;81;68;92;249;81;0;81;0;0;0;81;83;0;68;92;249;0;0;0;0;0;0;0;0
26;40;55;25;39;40;0;40;0;0;0;40;26;0;55;25;39;0;1;0;0;1;0;0;2
29;59;34;76;87;59;0;59;0;0;0;59;29;0;34;76;87;0;1;0;1;0;0;0;2
7;9;29;25;14;9;0;9;0;0;0;9;7;0;29;25;14;0;1;0;1;1;1;0;4
28;29;22;23;84;87;0;0;0;0;0;0;28;29;22;23;84;87;1;1;1;1;0;0;4
58;69;45;43;58;69;58;69;0;0;58;69;0;0;45;43;0;0;0;0;0;0;0;0;0
40;48;66;54;80;72;0;0;0;0;0;0;40;48;66;54;80;72;0;0;0;0;0;0;0
26;37;34;51;39;37;0;37;0;0;0;37;26;0;34;51;39;0;1;0;1;0;0;0;2
75;56;93;91;112;56;0;56;0;0;0;56;75;0;93;91;112;0;0;0;0;0;0;0;0
12;41;21;64;36;61;0;0;0;0;0;0;12;41;21;64;36;61;1;0;1;0;1;0;3
97;84;23;76;97;42;97;0;0;0;97;0;0;84;23;76;0;42;0;0;1;0;0;0;1
80;44;11;87;53;22;0;0;0;0;0;0;80;44;11;87;53;22;0;0;1;0;0;1;2
64;74;57;31;64;111;64;0;0;0;64;0;0;74;57;31;0;111;0;0;0;1;0;0;1
17;12;14;38;51;4;0;0;0;0;0;0;17;12;14;38;51;4;1;1;1;0;0;1;4
84;35;24;27;126;105;0;0;0;0;0;0;84;35;24;27;126;105;0;1;1;1;0;0;3
73;67;57;56;48;134;0;0;0;0;0;0;73;67;57;56;48;134;0;0;0;0;0;0;0
53;59;54;77;53;59;53;59;0;0;53;59;0;0;54;77;0;0;0;0;0;0;0;0;0
16;86;26;41;16;86;16;86;0;0;16;86;0;0;26;41;0;0;0;0;1;0;0;0;1
46;48;30;62;69;16;0;0;0;0;0;0;46;48;30;62;69;16;0;0;1;0;0;1;2
14;12;12;16;21;12;0;12;12;0;0;12;14;0;0;16;21;0;1;0;0;1;1;0;3
27;54;88;62;54;108;0;54;0;0;54;0;27;0;88;62;0;108;1;0;0;0;0;0;1
15;1;26;30;45;0;0;0;0;0;0;0;15;1;26;30;45;0;1;1;1;1;0;1;5
67;47;49;65;67;141;67;0;0;0;67;0;0;47;49;65;0;141;0;0;0;0;0;0;0
76;78;56;47;76;78;76;78;0;0;76;78;0;0;56;47;0;0;0;0;0;0;0;0;0
23;64;7;2;69;192;0;0;0;0;0;0;23;64;7;2;69;192;1;0;1;1;0;0;3
49;42;46;40;32;63;0;0;0;0;0;0;49;42;46;40;32;63;0;0;0;0;1;0;1
17;19;14;5;34;19;0;19;0;0;0;19;17;0;14;5;34;0;1;0;1;1;1;0;4
23;27;48;43;69;81;0;0;0;0;0;0;23;27;48;43;69;81;1;1;0;0;0;0;2
78;49;42;49;26;24;0;49;0;49;0;0;78;0;42;0;26;24;0;0;0;0;1;1;2
43;40;24;44;43;13;43;0;0;0;43;0;0;40;24;44;0;13;0;0;1;0;0;1;2
54;65;38;77;162;65;0;65;0;0;0;65;54;0;38;77;162;0;0;0;0;0;0;0;0
44;76;56;65;44;228;44;0;0;0;44;0;0;76;56;65;0;228;0;0;0;0;0;0;0
20;19;54;20;20;9;20;0;0;20;20;0;0;19;54;0;0;9;0;1;0;0;0;1;2
92;43;94;92;184;43;92;43;0;92;0;43;0;0;94;0;184;0;0;0;0;0;0;0;0
62;77;88;89;20;51;0;0;0;0;0;0;62;77;88;89;20;51;0;0;0;0;1;0;1
37;80;29;52;37;53;37;0;0;0;37;0;0;80;29;52;0;53;0;0;1;0;0;0;1
61;64;83;70;61;128;61;0;0;0;61;0;0;64;83;70;0;128;0;0;0;0;0;0;0
35;32;18;32;35;48;35;32;0;32;35;0;0;0;18;0;0;48;0;0;1;0;0;0;1
21;17;31;42;14;5;0;0;0;0;0;0;21;17;31;42;14;5;1;1;1;0;1;1;5
34;38;6;4;34;12;34;0;0;0;34;0;0;38;6;4;0;12;0;0;1;1;0;1;3
40;61;63;47;40;122;40;0;0;0;40;0;0;61;63;47;0;122;0;0;0;0;0;0;0
73;58;89;80;73;58;73;58;0;0;73;58;0;0;89;80;0;0;0;0;0;0;0;0;0
51;74;43;62;17;37;0;0;0;0;0;0;51;74;43;62;17;37;0;0;0;0;1;0;1
50;67;15;40;50;134;50;0;0;0;50;0;0;67;15;40;0;134;0;0;1;0;0;0;1
24;29;38;40;72;29;0;29;0;0;0;29;24;0;38;40;72;0;1;0;0;0;0;0;1
59;51;66;21;118;51;0;51;0;0;0;51;59;0;66;21;118;0;0;0;0;1;0;0;1
42;35;39;60;42;35;42;35;0;0;42;35;0;0;39;60;0;0;0;0;0;0;0;0;0
21;49;37;42;10;24;0;0;0;0;0;0;21;49;37;42;10;24;1;0;0;0;1;1;3
40;51;93;15;120;17;0;0;0;0;0;0;40;51;93;15;120;17;0;0;0;1;0;1;2
45;25;8;25;90;25;0;25;0;25;0;25;45;0;8;0;90;0;0;0;1;0;0;0;1
13;17;12;43;19;5;0;0;0;0;0;0;13;17;12;43;19;5;1;1;1;0;1;1;5
38;54;23;15;25;108;0;0;0;0;0;0;38;54;23;15;25;108;0;0;1;1;1;0;3
59;89;35;59;59;178;59;0;0;59;59;0;0;89;35;0;0;178;0;0;1;0;0;0;1
47;21;16;76;70;7;0;0;0;0;0;0;47;21;16;76;70;7;0;1;1;0;0;1;3
24;32;71;27;72;32;0;32;0;0;0;32;24;0;71;27;72;0;1;0;0;1;0;0;2
15;77;27;30;15;231;15;0;0;0;15;0;0;77;27;30;0;231;0;0;1;1;0;0;2
90;62;19;36;45;62;0;62;0;0;0;62;90;0;19;36;45;0;0;0;1;1;0;0;2
47;65;29;61;23;43;0;0;0;0;0;0;47;65;29;61;23;43;0;0;1;0;1;0;2
52;42;46;65;52;21;52;0;0;0;52;0;0;42;46;65;0;21;0;0;0;0;0;1;1
70;36;41;44;105;108;0;0;0;0;0;0;70;36;41;44;105;108;0;1;0;0;0;0;1
34;51;36;12;34;51;34;51;0;0;34;51;0;0;36;12;0;0;0;0;1;1;0;0;2
49;76;86;82;16;114;0;0;0;0;0;0;49;76;86;82;16;114;0;0;0;0;1;0;1
69;49;86;50;103;98;0;0;0;0;0;0;69;49;86;50;103;98;0;0;0;0;0;0;0
15;55;35;94;15;55;15;55;0;0;15;55;0;0;35;94;0;0;0;0;1;0;0;0;1
8;49;13;29;4;147;0;0;0;0;0;0;8;49;13;29;4;147;1;0;1;1;1;0;4
78;11;64;47;156;11;0;11;0;0;0;11;78;0;64;47;156;0;0;0;0;0;0;0;0
24;84;12;89;24;56;24;0;0;0;24;0;0;84;12;89;0;56;0;0;1;0;0;0;1
16;23;28;67;10;69;0;0;0;0;0;0;16;23;28;67;10;69;1;1;1;0;1;0;4
11;55;20;60;22;110;0;0;0;0;0;0;11;55;20;60;22;110;1;0;1;0;1;0;3
53;53;64;46;159;53;53;53;0;0;0;53;0;0;64;46;159;0;0;0;0;0;0;0;0
89;30;25;65;29;15;0;0;0;0;0;0;89;30;25;65;29;15;0;1;1;0;1;1;4
24;70;86;29;24;46;24;0;0;0;24;0;0;70;86;29;0;46;0;0;0;1;0;0;1
27;93;43;79;13;31;0;0;0;0;0;0;27;93;43;79;13;31;1;0;0;0;1;1;3
32;42;43;37;96;126;0;0;0;0;0;0;32;42;43;37;96;126;1;0;0;0;0;0;1
43;21;58;65;43;31;43;0;0;0;43;0;0;21;58;65;0;31;0;1;0;0;0;1;2
44;33;30;63;44;66;44;0;0;0;44;0;0;33;30;63;0;66;0;1;1;0;0;0;2
40;84;62;72;20;56;0;0;0;0;0;0;40;84;62;72;20;56;0;0;0;0;1;0;1
45;34;32;23;30;34;0;34;0;0;0;34;45;0;32;23;30;0;0;0;1;1;1;0;3
30;32;36;41;10;16;0;0;0;0;0;0;30;32;36;41;10;16;1;1;1;0;1;1;5
43;12;66;40;14;24;0;0;0;0;0;0;43;12;66;40;14;24;0;1;0;0;1;1;3
4;6;16;8;4;6;4;6;0;0;4;6;0;0;16;8;0;0;0;0;1;1;0;0;2
20;99;50;59;13;99;0;99;0;0;0;99;20;0;50;59;13;0;1;0;0;0;1;0;2
47;65;44;63;47;43;47;0;0;0;47;0;0;65;44;63;0;43;0;0;0;0;0;0;0
22;16;33;57;22;5;22;0;0;0;22;0;0;16;33;57;0;5;0;1;1;0;0;1;3
82;74;42;51;27;49;0;0;0;0;0;0;82;74;42;51;27;49;0;0;0;0;1;0;1
68;44;78;56;136;88;0;0;0;0;0;0;68;44;78;56;136;88;0;0;0;0;0;0;0
47;22;90;20;47;11;47;0;0;0;47;0;0;22;90;20;0;11;0;1;0;1;0;1;3
35;40;35;29;52;40;35;40;35;0;0;40;0;0;0;29;52;0;0;0;0;1;0;0;1
45;18;28;15;45;6;45;0;0;0;45;0;0;18;28;15;0;6;0;1;1;1;0;1;4
48;57;45;55;16;85;0;0;0;0;0;0;48;57;45;55;16;85;0;0;0;0;1;0;1
56;39;41;46;56;19;56;0;0;0;56;0;0;39;41;46;0;19;0;0;0;0;0;1;1
51;55;58;60;51;27;51;0;0;0;51;0;0;55;58;60;0;27;0;0;0;0;0;1;1
26;61;36;54;17;30;0;0;0;0;0;0;26;61;36;54;17;30;1;0;1;0;1;1;4
32;73;38;43;21;36;0;0;0;0;0;0;32;73;38;43;21;36;1;0;0;0;1;1;3
22;9;53;63;33;27;0;0;0;0;0;0;22;9;53;63;33;27;1;1;0;0;1;1;4
27;17;20;12;9;8;0;0;0;0;0;0;27;17;20;12;9;8;1;1;1;1;1;1;6
28;36;35;23;28;24;28;0;0;0;28;0;0;36;35;23;0;24;0;1;1;1;0;1;4
56;76;38;77;37;76;0;76;0;0;0;76;56;0;38;77;37;0;0;0;0;0;0;0;0
25;48;45;15;50;48;0;48;0;0;0;48;25;0;45;15;50;0;1;0;0;1;0;0;2
49;18;64;30;24;12;0;0;0;0;0;0;49;18;64;30;24;12;0;1;0;1;1;1;4
34;41;32;35;22;123;0;0;0;0;0;0;34;41;32;35;22;123;1;0;1;1;1;0;4
60;35;22;34;40;35;0;35;0;0;0;35;60;0;22;34;40;0;0;0;1;1;0;0;2
90;46;17;90;90;46;90;46;0;90;90;46;0;0;17;0;0;0;0;0;1;0;0;0;1
94;71;42;78;94;213;94;0;0;0;94;0;0;71;42;78;0;213;0;0;0;0;0;0;0
16;19;66;26;8;19;0;19;0;0;0;19;16;0;66;26;8;0;1;0;0;1;1;0;3
23;25;23;22;69;25;23;25;23;0;0;25;0;0;0;22;69;0;0;0;0;1;0;0;1
61;86;71;9;61;28;61;0;0;0;61;0;0;86;71;9;0;28;0;0;0;1;0;1;2
63;83;84;95;63;83;63;83;0;0;63;83;0;0;84;95;0;0;0;0;0;0;0;0;0
48;23;6;85;24;23;0;23;0;0;0;23;48;0;6;85;24;0;0;0;1;0;1;0;2
84;65;90;43;84;65;84;65;0;0;84;65;0;0;90;43;0;0;0;0;0;0;0;0;0
71;80;72;84;35;160;0;0;0;0;0;0;71;80;72;84;35;160;0;0;0;0;1;0;1
22;50;63;45;14;50;0;50;0;0;0;50;22;0;63;45;14;0;1;0;0;0;1;0;2
10;26;55;57;10;17;10;0;0;0;10;0;0;26;55;57;0;17;0;1;0;0;0;1;2
62;70;35;88;41;105;0;0;0;0;0;0;62;70;35;88;41;105;0;0;1;0;0;0;1
16;33;23;51;16;33;16;33;0;0;16;33;0;0;23;51;0;0;0;0;1;0;0;0;1
73;49;51;26;146;49;0;49;0;0;0;49;73;0;51;26;146;0;0;0;0;1;0;0;1
52;10;12;44;104;20;0;0;0;0;0;0;52;10;12;44;104;20;0;1;1;0;0;1;3
82;36;83;42;164;36;0;36;0;0;0;36;82;0;83;42;164;0;0;0;0;0;0;0;0
34;28;31;24;22;18;0;0;0;0;0;0;34;28;31;24;22;18;1;1;1;1;1;1;6
81;36;65;34;40;72;0;0;0;0;0;0;81;36;65;34;40;72;0;1;0;1;0;0;2
26;34;60;63;39;34;0;34;0;0;0;34;26;0;60;63;39;0;1;0;0;0;0;0;1
65;64;54;53;32;96;0;0;0;0;0;0;65;64;54;53;32;96;0;0;0;0;1;0;1
42;13;60;17;28;13;0;13;0;0;0;13;42;0;60;17;28;0;0;0;0;1;1;0;2
53;36;19;67;53;54;53;0;0;0;53;0;0;36;19;67;0;54;0;1;1;0;0;0;2
38;81;23;39;114;27;0;0;0;0;0;0;38;81;23;39;114;27;0;0;1;0;0;1;2
17;16;24;8;17;32;17;0;0;0;17;0;0;16;24;8;0;32;0;1;1;1;0;1;4
45;8;9;34;22;2;0;0;0;0;0;0;45;8;9;34;22;2;0;1;1;1;1;1;5
40;58;43;35;13;58;0;58;0;0;0;58;40;0;43;35;13;0;0;0;0;1;1;0;2
44;10;15;36;44;10;44;10;0;0;44;10;0;0;15;36;0;0;0;0;1;1;0;0;2
12;51;47;1;12;51;12;51;0;0;12;51;0;0;47;1;0;0;0;0;0;1;0;0;1
40;52;34;36;26;52;0;52;0;0;0;52;40;0;34;36;26;0;0;0;1;1;1;0;3
74;76;33;25;49;38;0;0;0;0;0;0;74;76;33;25;49;38;0;0;1;1;0;0;2
31;74;30;54;93;37;0;0;0;0;0;0;31;74;30;54;93;37;1;0;1;0;0;0;2
97;81;59;71;64;81;0;81;0;0;0;81;97;0;59;71;64;0;0;0;0;0;0;0;0
55;56;57;57;55;56;55;56;57;57;55;56;0;0;0;0;0;0;0;0;0;0;0;0;0
20;32;30;41;13;32;0;32;0;0;0;32;20;0;30;41;13;0;1;0;1;0;1;0;3
35;11;19;14;35;11;35;11;0;0;35;11;0;0;19;14;0;0;0;0;1;1;0;0;2
52;47;31;82;34;23;0;0;0;0;0;0;52;47;31;82;34;23;0;0;1;0;1;1;3
63;54;27;68;126;162;0;0;0;0;0;0;63;54;27;68;126;162;0;0;1;0;0;0;1
41;32;16;68;27;32;0;32;0;0;0;32;41;0;16;68;27;0;0;0;1;0;1;0;2
43;56;42;78;14;37;0;0;0;0;0;0;43;56;42;78;14;37;0;0;0;0;1;0;1
8;73;10;27;8;146;8;0;0;0;8;0;0;73;10;27;0;146;0;0;1;1;0;0;2
59;28;22;49;118;28;0;28;0;0;0;28;59;0;22;49;118;0;0;0;1;0;0;0;1
45;31;37;55;90;46;0;0;0;0;0;0;45;31;37;55;90;46;0;1;0;0;0;0;1
67;74;21;66;201;49;0;0;0;0;0;0;67;74;21;66;201;49;0;0;1;0;0;0;1
63;58;54;22;31;58;0;58;0;0;0;58;63;0;54;22;31;0;0;0;0;1;1;0;2
39;32;48;19;39;16;39;0;0;0;39;0;0;32;48;19;0;16;0;1;0;1;0;1;3
37;50;34;39;12;100;0;0;0;0;0;0;37;50;34;39;12;100;0;0;1;0;1;0;2
34;25;37;20;102;8;0;0;0;0;0;0;34;25;37;20;102;8;1;1;0;1;0;1;4
37;22;86;22;111;7;0;22;0;22;0;0;37;0;86;0;111;7;0;0;0;0;0;1;1
79;20;29;79;158;10;79;0;0;79;0;0;0;20;29;0;158;10;0;1;1;0;0;1;3
45;88;78;88;45;132;45;88;0;88;45;0;0;0;78;0;0;132;0;0;0;0;0;0;0
42;30;21;41;21;30;0;30;21;0;21;30;42;0;0;41;0;0;0;0;0;0;0;0;0
59;82;55;48;59;27;59;0;0;0;59;0;0;82;55;48;0;27;0;0;0;0;0;1;1
96;60;87;80;192;60;0;60;0;0;0;60;96;0;87;80;192;0;0;0;0;0;0;0;0
51;10;57;17;34;30;0;0;0;0;0;0;51;10;57;17;34;30;0;1;0;1;1;1;4
49;49;58;44;98;98;49;49;0;0;98;98;0;0;58;44;0;0;0;0;0;0;0;0;0
2;68;7;64;2;34;2;0;0;0;2;0;0;68;7;64;0;34;0;0;1;0;0;1;2
27;73;10;24;18;73;0;73;0;0;0;73;27;0;10;24;18;0;1;0;1;1;1;0;4
9;36;54;61;3;18;0;0;0;0;0;0;9;36;54;61;3;18;1;1;0;0;1;1;4
34;17;75;84;34;17;34;17;0;0;34;17;0;0;75;84;0;0;0;0;0;0;0;0;0
78;67;65;89;39;67;0;67;0;0;0;67;78;0;65;89;39;0;0;0;0;0;0;0;0
39;92;67;89;117;30;0;0;0;0;0;0;39;92;67;89;117;30;0;0;0;0;0;1;1
56;61;62;48;56;61;56;61;0;0;56;61;0;0;62;48;0;0;0;0;0;0;0;0;0
25;37;33;47;25;74;25;0;0;0;25;0;0;37;33;47;0;74;0;0;1;0;0;0;1
41;31;39;17;123;46;0;0;0;0;0;0;41;31;39;17;123;46;0;1;0;1;0;0;2
74;55;50;44;24;165;0;0;0;0;0;0;74;55;50;44;24;165;0;0;0;0;1;0;1
60;48;43;36;20;48;0;48;0;0;0;48;60;0;43;36;20;0;0;0;0;1;1;0;2
27;29;27;14;54;14;27;0;27;14;0;14;0;29;0;0;54;0;0;1;0;0;0;0;1
19;20;20;27;6;60;0;20;20;0;0;0;19;0;0;27;6;60;1;0;0;1;1;0;3
47;21;50;70;31;7;0;0;0;0;0;0;47;21;50;70;31;7;0;1;0;0;1;1;3
73;15;38;48;219;22;0;0;0;0;0;0;73;15;38;48;219;22;0;1;0;0;0;1;2
61;66;13;40;61;22;61;0;0;0;61;0;0;66;13;40;0;22;0;0;1;0;0;1;2
76;75;60;54;114;112;0;0;0;0;0;0;76;75;60;54;114;112;0;0;0;0;0;0;0
22;22;22;22;22;7;22;22;22;22;22;0;0;0;0;0;0;7;0;0;0;0;0;1;1
73;51;77;80;73;17;73;0;0;0;73;0;0;51;77;80;0;17;0;0;0;0;0;1;1
41;16;40;3;41;16;41;16;0;0;41;16;0;0;40;3;0;0;0;0;0;1;0;0;1
40;14;38;46;26;28;0;0;0;0;0;0;40;14;38;46;26;28;0;1;0;0;1;1;3
88;70;82;20;88;70;88;70;0;0;88;70;0;0;82;20;0;0;0;0;0;1;0;0;1
21;45;33;5;21;67;21;0;0;0;21;0;0;45;33;5;0;67;0;0;1;1;0;0;2
80;62;98;60;53;62;0;62;0;0;0;62;80;0;98;60;53;0;0;0;0;0;0;0;0
48;45;75;55;72;135;0;0;0;0;0;0;48;45;75;55;72;135;0;0;0;0;0;0;0
76;3;34;45;76;1;76;0;0;0;76;0;0;3;34;45;0;1;0;1;1;0;0;1;3
7;16;4;9;7;10;7;0;0;0;7;0;0;16;4;9;0;10;0;1;1;1;0;1;4
36;23;18;16;108;11;0;0;0;0;0;0;36;23;18;16;108;11;1;1;1;1;0;1;5
47;58;30;51;23;116;0;0;0;0;0;0;47;58;30;51;23;116;0;0;1;0;1;0;2
33;81;30;85;49;81;0;81;0;0;0;81;33;0;30;85;49;0;1;0;1;0;0;0;2
79;13;18;71;237;26;0;0;0;0;0;0;79;13;18;71;237;26;0;1;1;0;0;1;3
81;74;78;35;81;74;81;74;0;0;81;74;0;0;78;35;0;0;0;0;0;1;0;0;1
67;21;32;42;67;10;67;0;0;0;67;0;0;21;32;42;0;10;0;1;1;0;0;1;3
44;37;51;70;66;18;0;0;0;0;0;0;44;37;51;70;66;18;0;0;0;0;0;1;1
16;11;28;38;32;33;0;0;0;0;0;0;16;11;28;38;32;33;1;1;1;0;1;1;5
44;55;70;41;14;165;0;0;0;0;0;0;44;55;70;41;14;165;0;0;0;0;1;0;1
19;59;32;75;12;177;0;0;0;0;0;0;19;59;32;75;12;177;1;0;1;0;1;0;3
27;16;44;60;9;16;0;16;0;0;0;16;27;0;44;60;9;0;1;0;0;0;1;0;2
31;34;78;53;31;34;31;34;0;0;31;34;0;0;78;53;0;0;0;0;0;0;0;0;0
65;69;65;85;32;69;65;69;65;0;0;69;0;0;0;85;32;0;0;0;0;0;1;0;1
55;24;69;37;55;24;55;24;0;0;55;24;0;0;69;37;0;0;0;0;0;0;0;0;0
63;51;41;90;31;153;0;0;0;0;0;0;63;51;41;90;31;153;0;0;0;0;1;0;1
32;20;59;48;48;30;0;0;0;48;48;0;32;20;59;0;0;30;1;1;0;0;0;1;3
66;91;71;55;132;182;0;0;0;0;0;0;66;91;71;55;132;182;0;0;0;0;0;0;0
38;43;36;33;12;28;0;0;0;0;0;0;38;43;36;33;12;28;0;0;1;1;1;1;4
20;58;23;19;20;58;20;58;0;0;20;58;0;0;23;19;0;0;0;0;1;1;0;0;2
29;18;12;8;14;6;0;0;0;0;0;0;29;18;12;8;14;6;1;1;1;1;1;1;6
9;45;20;19;9;45;9;45;0;0;9;45;0;0;20;19;0;0;0;0;1;1;0;0;2
